"id_curso";"nome";"id_coordenador";"coordenador";"situacao_curso";"nivel_ensino";"grau_academico";"modalidade_educacao";"area_conhecimento";"tipo_oferta";"turno";"tipo_ciclo_formacao";"municipio";"campus";"id_unidade_responsavel";"unidade_responsavel";"website";"data_funcionamento";"codigo_inep";"dou";"portaria_reconhecimento";"convenio_academico"
"115789633";"DOUTORADO EM ESTUDOS DA MIDIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Sociais Aplicadas";"Regular";"";"Um ciclo";"NATAL";"";"4893";"PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA MÍDIA";"";"";"";"2015-12-16";"";""
"115789618";"DOUTORADO EM FILOSOFIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Humanas";"Regular";"";"Um ciclo";"NATAL";"";"364";"PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA";"";"";"";"";"";""
"315760";"DOUTORADO EM FILOSOFIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Outra";"Regular";"";"Um ciclo";"NATAL";"";"2873";"PROGRAMA DE PÓS-GRADUAÇÃO INTEGRADO DE DOUTORADO EM FILOSOFIA (UFPB - UFPE - UFRN)";"";"";"";"";"";""
"315728";"DOUTORADO EM FÍSICA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Exatas e da Terra";"Regular";"";"Um ciclo";"NATAL";"";"388";"PROGRAMA DE PÓS-GRADUAÇÃO EM FÍSICA";"";"";"";"";"";""
"95726200";"DOUTORADO EM FISIOTERAPIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências da Saúde";"Regular";"";"Um ciclo";"NATAL";"";"4072";"PROGRAMA DE PÓS-GRADUAÇÃO EM FISIOTERAPIA";"";"";"";"";"";""
"315763";"DOUTORADO EM GEODINÂMICA E GEOFÍSICA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Outra";"Regular";"";"Um ciclo";"NATAL";"";"325";"PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA";"";"";"";"";"";""
"95953799";"DOUTORADO EM GEOGRAFIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Humanas";"Regular";"";"Um ciclo";"NATAL";"";"315";"PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA";"";"";"";"";"";""
"98462514";"DOUTORADO EM NANOTECNOLOGIA FARMACÊUTICA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências da Saúde";"Regular";"";"Um ciclo";"NATAL";"";"6030";"PROGRAMA DE PÓS-GRADUAÇÃO EM NANOTECNOLOGIA FARMACÊUTICA";"";"";"";"";"";""
"17565631";"DOUTORADO EM NEUROCIÊNCIAS";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Biológicas";"Regular";"";"Um ciclo";"NATAL";"";"5207";"PROGRAMA DE PÓS-GRADUAÇÃO EM NEUROCIÊNCIAS";"";"";"";"";"";""
"315734";"DOUTORADO EM PATOLOGIA ORAL";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências da Saúde";"Regular";"";"Um ciclo";"NATAL";"";"1760";"PROGRAMA DE PÓS-GRADUAÇÃO EM PATOLOGIA ORAL";"";"";"";"";"";""
"315736";"DOUTORADO EM PSICOBIOLOGIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Outra";"Regular";"";"Um ciclo";"NATAL";"";"367";"PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA";"";"";"";"";"";""
"17275730";"DOUTORADO EM PSICOLOGIA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Humanas";"Regular";"";"Um ciclo";"NATAL";"";"64";"PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA";"";"";"";"";"";""
"315740";"DOUTORADO EM QUÍMICA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Exatas e da Terra";"Regular";"";"Um ciclo";"NATAL";"";"85";"PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA";"";"";"";"";"";""
"84739891";"DOUTORADO EM SAÚDE COLETIVA";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências da Saúde";"Anual";"";"Um ciclo";"NATAL";"";"5670";"PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE COLETIVA";"";"";"";"";"";""
"117229950";"DOUTORADO EM SERVIÇO SOCIAL";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Sociais Aplicadas";"Regular";"";"Um ciclo";"NATAL";"";"376";"PROGRAMA DE PÓS-GRADUAÇÃO EM SERVIÇO SOCIAL";"";"";"";"";"";""
"96146345";"DOUTORADO EM SISTEMÁTICA E EVOLUÇÃO";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Biológicas";"Regular";"";"Um ciclo";"NATAL";"";"5579";"PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMÁTICA E EVOLUÇÃO";"";"";"";"";"";""
"104910434";"DOUTORADO EM TURISMO";"";"";"ATIVO";"DOUTORADO";"";"Presencial";"Ciências Sociais Aplicadas";"Regular";"";"Um ciclo";"NATAL";"";"4295";"PROGRAMA DE PÓS-GRADUAÇÃO EM TURISMO";"";"";"";"";"";""
"2000121";"ECOLOGIA";"5754633";"MIRIAM PLAZA PINTO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Biológicas";"Regular";"Matutino e Vespertino";"Um ciclo";"NATAL";"Campus Central";"440";"CENTRO DE BIOCIÊNCIAS";"http://www.ecologia.ufrn.br/";"2003-12-31";"60286";"2006-12-08";"PORTARIA Nº 1030/2006 - MEC";""
"96435811";"ECONOMIA DO SETOR PÚBLICO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"160";"DEPARTAMENTO DE ECONOMIA - DEPEC";"";"";"";"";"";""
"100183927";"ECONOMIA DO SETOR PÚBLICO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"160";"DEPARTAMENTO DE ECONOMIA - DEPEC";"";"";"";"";"";""
"96520440";"ECONOMIA SOLIDÁRIA E DESENVOLVIMENTO TERRITORIAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"5277960";"ECONOMIA SOLIDÁRIA E DESENVOLVIMENTO TERRITORIAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"127242379";"EDUCAÇÃO A DISTÂNCIA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"";"";"";"";""
"100115448";"EDUCAÇÃO AMBIENTAL PARA ESCOLAS SUSTENTÁVEIS";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"181";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"";"";"";"";"";""
"88359602";"EDUCAÇÃO E LINGUAGEM";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"";"";""
"101012784";"EDUCAÇÃO EM DIREITOS HUMANOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"101013233";"EDUCAÇÃO EM DIREITOS HUMANOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5967";"DEPARTAMENTO DE FUNDAMENTOS E POLÍTICAS DA EDUCAÇÃO";"";"";"";"";"";""
"107183983";"EDUCAÇÃO EM ESPAÇOS DE PRIVAÇÃO DE LIBERDADE: OS NOVOS SUJEITOS DA EDUCAÇÃO DE E";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5968";"DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO";"";"";"";"";"";""
"85436676";"EDUCAÇÃO FÍSICA";"5753046";"BRENO GUILHERME DE ARAUJO TINOCO CABRAL";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências da Saúde";"Semestral";"";"Um ciclo";"NATAL";"";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"";"";"312327";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";"PARFOR"
"111635041";"EDUCAÇÃO FÍSICA";"5758779";"AGUINALDO CESAR SURDI";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências da Saúde";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"http://prograd.ufrn.br/";"1973-08-13";"312327";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"50688664";"EDUCAÇÃO FÍSICA";"5757053";"MARCIO ROMEU RIBAS DE OLIVEIRA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Ciências da Saúde";"Regular";"";"Um ciclo";"NATAL";"";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"";"";"1193750";"2016-07-08";"Portaria nº 293/2016 - MEC";""
"2000022";"EDUCAÇÃO FÍSICA";"5755233";"PATRICK RAMON STAFIN COQUEREL";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências da Saúde";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"http://prograd.ufrn.br/";"1973-08-13";"12327";"2015-01-02";"Portaria nº 824/2014 - DIREG/MEC";""
"95796201";"EDUCAÇÃO FÍSICA ESCOLAR";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"87553243";"EDUCAÇÃO FÍSICA PARA PESSOA COM DEFICIENCIA: DA ESCOLA E ESPORTE RENDIMENTO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"2249855";"EDUCAÇÃOINFANTIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"";"";"";"";"";""
"98461888";"EDUCAÇÃO INFANTIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"89918597";"EDUCAÇÃO MUSICAL NA EDUCAÇÃO BASICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"3410226";"EDUCAÇÃO MUSICAL NA EDUCAÇÃO BÁSICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"109917488";"EDUCAÇÃO NA CULTURA DIGITAL";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"108087170";"EDUCAÇÃO NA CULTURA DIGITAL";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"98759568";"EDUCAÇÃO, RELIGIÃO E MITO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"136";"DEPARTAMENTO DE CIÊNCIAS SOCIAIS";"";"";"";"";"";""
"123036166";"EEE";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"99582905";"ENDOCRINOLOGIA PEDIÁTRICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"193";"DEPARTAMENTO DE PEDIATRIA";"";"";"";"";"";""
"117972362";"ENDOCRINOLOGIA PEDIÁTRICA";"22203";"RICARDO FERNANDO ARRAIS";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"193";"DEPARTAMENTO DE PEDIATRIA";"";"";"";"";"";""
"90723724";"ENDOCRINOLOGIA PEDIÁTRICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"193";"DEPARTAMENTO DE PEDIATRIA";"";"";"";"";"";""
"51004048";"ENDOCRINOLOGIA PEDIÁTRICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"193";"DEPARTAMENTO DE PEDIATRIA";"";"";"";"";"";""
"6546980";"ENDOCRINOLOGIA PEDIÁTRICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"193";"DEPARTAMENTO DE PEDIATRIA";"";"";"";"";"";""
"95872651";"ENDODONTIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"195";"DEPARTAMENTO DE ODONTOLOGIA";"";"";"";"";"";""
"17975011";"ENERGIA EÓLICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"";"";"";"";"";""
"2000023";"ENFERMAGEM";"130617";"PAULA FERNANDA BRANDAO BATISTA DOS SANTOS";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências da Saúde";"Regular";"Matutino e Vespertino";"Um ciclo";"NATAL";"Campus Central";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"http://www.prograd.ufrn.br";"1974-01-02";"12326";"2015-01-02";"Portaria nº 824/2014 - DIREG/MEC";""
"13027790";"ENFERMAGEM";"5752295";"LUCIANE PAULA BATISTA ARAUJO DE OLIVEIRA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências da Saúde";"Regular";"";"Um ciclo";"SANTA CRUZ";"";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"http://www.prograd.ufrn.br";"";"108486";"2015-01-02";"Portaria nº 824/2014 - DIREG/MEC";""
"118269716";"ENFERMAGEM EM NEFROLOGIA";"5757510";"MARIA ALZETE DE LIMA";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"198";"DEPARTAMENTO DE ENFERMAGEM";"";"";"";"";"";""
"979300";"ENFERMAGEM  EM SAÚDE DA  CRIANÇA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"198";"DEPARTAMENTO DE ENFERMAGEM";"";"";"";"";"";""
"128551505";"ENFERMAGEM EM TERAPIA INTENSIVA NEONATAL E PEDIÁTRICA";"5041557";"ELIANE SANTOS CAVALCANTE";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"124763322";"ENFERMAGEM OBSTÉTRICA III - REDE CEGONHA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"125694869";"ENFERMAGEM OBSTÉTRICA III - REDE CEGONHA";"74509";"JOVANKA BITTENCOURT LEITE DE CARVALHO";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"85322571";"ENGENHARIA AMBIENTAL";"5757150";"JOANA DARC FREIRE DE MEDEIROS";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Anual";"";"Dois ciclos";"NATAL";"";"445";"CENTRO DE TECNOLOGIA";"";"";"1159355";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"85341136";"ENGENHARIA BIOMÉDICA";"5753553";"KARILANY DANTAS COUTINHO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"";"Dois ciclos";"NATAL";"";"445";"CENTRO DE TECNOLOGIA";"";"";"1154794";"2015-11-13";"Portaria nº 867/2015 - DIREG/MEC";""
"2000025";"ENGENHARIA CIVIL";"18408";"MOACIR GUILHERMINO DA SILVA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.ct.ufrn.br/ct/conteudo/graduacao/eng_civil.htm";"1960-01-02";"12339";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"2000025";"ENGENHARIA CIVIL";"18408";"MOACIR GUILHERMINO DA SILVA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.ct.ufrn.br/ct/conteudo/graduacao/eng_civil.htm";"1960-01-02";"12339";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"2000150";"ENGENHARIA DE ALIMENTOS";"5753706";"BEATRIZ DE CASSIA MARTINS SALOMAO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.ct.ufrn.br";"2020-01-01";"96878";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"2576623";"ENGENHARIA DE AQUICULTURA";"5757810";"VIRGINIA MARIA CAVALARI HENRIQUES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Biológicas";"Regular";"";"Um ciclo";"NATAL";"";"440";"CENTRO DE BIOCIÊNCIAS";"";"";"1157867";"2015-01-23";"Portaria nº 44/2015 - DIREG/MEC";""
"2000026";"ENGENHARIA DE COMPUTAÇÃO";"5753097";"DIOGO PINHEIRO FERNANDES PEDROSA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.engcomp.ufrn.br/";"1996-03-03";"18392";"2016-07-18";"Portaria nº 317/2016 - MEC";""
"2000027";"ENGENHARIA DE MATERIAIS";"5753617";"FABIANA VILLELA DA MOTTA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.demat.ct.ufrn.br";"1999-04-05";"20339";"2016-07-18";"Portaria nº 317/2016 - MEC";""
"117430697";"ENGENHARIA DE OPERAÇÕES";"5757889";"HERBERT RICARDO GARCIA VIANA";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"";"";"";"";"";""
"2071220";"ENGENHARIA DE PETRÓLEO";"5752298";"JENNYS LOURDES MENESES BARILLAS";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"";"Dois ciclos";"NATAL";"";"445";"CENTRO DE TECNOLOGIA";"";"";"1151610";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"2000029";"ENGENHARIA DE PRODUÇÃO";"5755045";"WERNER KLEYSON DA SILVA SOARES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.prograd.ufrn.br";"1998-03-03";"18853";"2016-12-15";"Portaria nº 797/2016 - MEC";""
"116815751";"ENGENHARIA DE SEGURANÇA DO TRABALHO";"22921";"MARCOS LACERDA ALMEIDA";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"52";"DEPARTAMENTO DE ENGENHARIA CIVIL";"";"";"";"";"";""
"100339822";"ENGENHARIA DE SEGURANÇA DO TRABALHO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"52";"DEPARTAMENTO DE ENGENHARIA CIVIL";"";"";"";"";"";""
"117439917";"ENGENHARIA DE SEGURANÇA DO TRABALHO";"22820";"VEDER RALFH FERNANDES DE MEDEIROS";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"";"";"";"";"";""
"17848940";"ENGENHARIA DE SOFTWARE";"5758443";"EVERTON RANIELLY DE SOUSA CAVALCANTE";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Exatas e da Terra";"Regular";"";"Um ciclo";"NATAL";"";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"";"";"1113231";"2013-12-11";"Portaria nº 651/2013 - MEC";""
"85322080";"ENGENHARIA DE TELECOMUNICAÇÕES";"5753871";"MARCIO EDUARDO DA COSTA RODRIGUES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"";"Dois ciclos";"NATAL";"";"445";"CENTRO DE TECNOLOGIA";"";"";"1154401";"2015-11-13";"Portaria nº 867/2015 - DIREG/MEC";""
"2000030";"ENGENHARIA ELÉTRICA";"18678";"CAIO DORNELES CUNHA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.dee.ufrn.br/";"1969-04-02";"12340";"2016-12-15";"Portaria nº 797/2016 - MEC";""
"8068230";"ENGENHARIA FLORESTAL";"5753897";"JULIANA LORENSI DO CANTO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"";"Um ciclo";"MACAÍBA";"";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"";"116762";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"2000031";"ENGENHARIA MECÂNICA";"5754638";"THERCIO HENRIQUE DE CARVALHO COSTA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.mec.ufrn.br/";"1976-03-03";"12342";"2016-07-18";"Portaria nº 316/2016 - MEC";""
"85437055";"ENGENHARIA MECATRÔNICA";"5753661";"MARCIO VALERIO DE ARAUJO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"";"Um ciclo";"NATAL";"";"445";"CENTRO DE TECNOLOGIA";"";"";"1159084";"2015-12-02";"Portaria nº 933/2015 - DIREG/MEC";""
"2000032";"ENGENHARIA QUÍMICA";"5755477";"HUMBERTO NEVES MAIA DE OLIVEIRA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.eq.ufrn.br/";"1974-02-01";"12344";"2016-12-15";"Portaria nº 797/2016 - MEC";""
"2000033";"ENGENHARIA TÊXTIL";"2296724";"MARCOS SILVA DE AQUINO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Engenharias";"Regular";"Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"445";"CENTRO DE TECNOLOGIA";"http://www.prograd.ufrn.br/";"1998-03-03";"18854";"2005-12-15";"Portaria Nº 4.367/2005 - MEC";""
"16685330";"ENSINO-APRENDIZAGEM DE INGLÊS COMO LÍNGUA ESTRANGEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"91506283";"ENSINO-APRENDIZAGEM DE INGLÊS COMO LÍNGUA ESTRANGEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"117709917";"ENSINO-APRENDIZAGEM DE INGLÊS COMO LÍNGUA ESTRANGEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"93999856";"ENSINO-APRENDIZAGEM DE INGLÊS COMO LÍNGUA ESTRANGEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"101197753";"ENSINO-APRENDIZAGEM DE LÍNGUA PORTUGUESA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5968";"DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO";"";"";"";"";"";""
"2667700";"ENSINO-APRENDIZAGEM DE LÍNGUA PORTUGUESA:ASPECTOS TEÓRICOS E PRÁTICOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"159";"DEPARTAMENTO DE EDUCAÇÃO";"";"";"";"";"";""
"123345257";"ENSINO/APRENDIZAGEM DE PORTUGUÊS LÍNGUA NÃO MATERNA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"122659999";"ENSINO/APRENDIZAGEM DE PORTUGUÊS LÍNGUA NÃO MATERNA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"1398140";"ENSINO DE ARTE NA ESCOLA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"6182540";"ENSINO DE ARTE NA ESCOLA COM APROFUNDAMENTO E ARTES VISUAIS, DANÇA, MÚSICA E TEA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"96030942";"ENSINO DE ARTES NA EDUCAÇÃO BASICA: MUSICA";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"50596944";"ENSINO DE CIÊNCIAS  ANOS FINAIS DO ENSINO FUNDAMENTAL";"";"";"ATIVO";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"";"";"";"";"";""
"2684664";"ENSINO DE EDUCAÇÃO FÍSICA ESCOLAR";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"117478974";"ENSINO DE ESPANHOL COMO LÍNGUA ESTRANGEIRA";"5752839";"ROGERIO MENDES COELHO";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"7847";"DEPARTAMENTO DE LETRAS - CERES";"";"";"";"";"";""
